base_slice,threads,task_clock_cpu_utilized,task_clock_time_ms,context_switches,cpu_migrations,page_faults,cycles,stalled_cycles_frontend,stalled_cycles_backend,stalled_cycles_per_insn,instructions,branches,branch_misses,seconds_time_elapsed,seconds_user,seconds_sys,records
60ms,1664,103.74679999999998,12732522.432000002,3097374.7,209606.1,27789.2,38670002359829.1,524883165588.9,28234218183999.3,2.8149999999999995,10065705050815.9,566520841095.6,1004940665.2,122.7270534816,12388.4817179,349.51493659999994,934128.1
60ms,1768,103.72379999999998,12787500.787999999,2480569.1,189244.9,26689.0,38849121443631.1,461269591989.1,28143638784834.5,2.724,10345249832104.3,576501105224.8,924433999.7,123.28366113669999,12513.1041391,280.8135446,961632.8
60ms,1872,103.75640000000001,12858860.367999999,1938113.7,161533.5,24763.4,39076251173605.6,425531885433.6,28218716373472.7,2.69,10499953687183.7,592447290464.8,844793218.3,123.93275112799999,12613.952766899998,251.12335270000003,977134.6
60ms,1976,103.73830000000001,12998927.059,2089659.2,169601.9,27368.9,39493173494004.3,471390867300.0,28822025121040.6,2.807,10327789993560.0,596279001704.1,877046056.1,125.30529801760001,12746.2898666,256.8515873,954233.7
60ms,2080,103.7997,13098602.217,1836188.1,153798.6,27105.0,39798512913892.0,459610283675.6,29015691680624.1,2.7960000000000003,10445301451048.3,615685603041.7,841688840.1,126.19150755630001,12849.3719542,249.29318760000007,963142.1
70ms,104,103.4553,12418831.769,10641.5,492.3,6515.1,37810320222532.3,229101010783.6,26860369737997.6,2.5309999999999997,10609910832586.6,524236395264.1,586798986.2,120.0405035533,12418.4511677,0.5696568,1017945.9
70ms,208,103.6732,12454941.091,163457.2,13197.8,11273.3,37915961589718.1,231271086010.0,26952533551233.4,2.5399999999999996,10609981292767.9,524532799004.9,594229018.6,120.13653162839998,12454.490559399997,3.5459520999999996,1017093.5
70ms,312,103.52949999999998,12447101.883000001,172512.8,26710.9,14842.8,37887967271995.4,232359291024.9,26940336902086.1,2.5399999999999996,10604229204465.5,524460225589.6,595792735.6,120.22782929479999,12446.3324763,6.0570200000000005,1017492.4
70ms,416,103.6241,12469507.778,176187.2,23367.0,17417.8,37952428535621.1,233419541713.8,26998184133188.2,2.5469999999999997,10604299124286.1,525071121602.4,596149763.6,120.33399639560002,12468.635373199999,8.14912,1015810.3
70ms,520,103.54960000000001,12469454.096,176137.3,30839.1,19745.8,37949895221300.5,233312501243.3,26994899356752.5,2.5439999999999996,10608659237590.9,524904838402.4,597742998.0,120.4199849801,12468.527708,10.326500600000001,1017256.1
70ms,624,103.5204,12466148.248,176349.7,29124.4,21705.6,37934072549904.6,233702471409.7,26982011802170.8,2.543,10608468733305.4,524913737521.5,599974969.2,120.42219707750003,12464.588888100001,13.0527322,1016413.0
70ms,728,103.47560000000001,12482707.054000001,173527.8,23082.6,23711.7,37982470016288.1,233758936358.6,27022502048966.7,2.5429999999999997,10619066951203.1,525466346904.6,598051433.6,120.6342813279,12481.3804901,15.6579579,1016663.1
70ms,832,103.60529999999999,12623449.079,183883.4,22169.8,18268.8,38407340876016.0,245765799451.4,27403713200657.0,2.572,10657867447242.3,542689322242.9,598690176.9,121.8417172268,12620.8067282,23.7428526,1016981.0
70ms,936,103.63280000000002,12627832.757999998,218039.9,29691.9,19363.0,38413728279096.3,262313881336.9,27584982035830.5,2.6270000000000002,10503190118005.3,534700681224.4,613296455.3,121.8515597309,12619.6600241,27.7877171,1003085.0
70ms,1040,103.63130000000001,12584566.677000001,380803.4,36819.8,20429.3,38269645487718.3,289737648759.5,27631907799667.4,2.6790000000000007,10327182955453.9,522969158702.0,649383781.4,121.43619145120002,12560.0755422,42.1128233,983750.0
70ms,1144,103.5971,12635604.634,866444.3,55023.6,24476.2,38412622875100.5,336115290121.1,27867390507994.4,2.7299999999999995,10228804993480.9,523835174162.8,719265703.1,121.96875493739999,12570.265775900001,84.4520652,970790.0
70ms,1248,103.6335,12612179.989999998,893167.6,55786.3,20343.6,38342929602532.7,328175145396.3,27738678621039.4,2.708,10274136980952.8,522923580430.4,716274052.5,121.7000841392,12546.719006,82.7969664,973008.8
70ms,1352,103.67340000000002,12626915.935999999,1648207.6,92659.1,23657.9,38373021864070.6,391525866892.3,27928128984836.1,2.773,10104060504775.9,521559459055.6,818652293.6,121.79520800720002,12498.9040994,141.7503473,957428.6
70ms,1456,103.6568,12663845.495000001,2000658.9,112578.9,23829.4,38483942754012.2,414573635050.2,27894619770054.8,2.7380000000000004,10235144282064.2,544298133243.3,859188128.8,122.17108553540001,12467.190528500001,209.3018274,962770.0
70ms,1560,103.65509999999999,12822825.723000001,835823.1,69792.1,22586.6,38985314156283.3,326514909721.6,28144984932338.5,2.6770000000000005,10513559994138.6,558188295857.4,704828821.1,123.70690556319998,12760.450893,76.7891983,990685.3
70ms,1664,103.6904,12838621.885000002,2359155.1,170037.5,21383.6,39005164578793.7,463889589191.9,28358405276011.2,2.768,10282659145161.2,574371843459.6,907473866.5,123.8168537224,12578.9037786,272.063923,955592.0
70ms,1768,103.71130000000001,12867988.037,848040.8,74360.7,21641.2,39126084799968.9,325978008223.4,28161219421032.3,2.652,10621311522456.1,573722816403.0,695803324.2,124.0745758144,12791.064402399998,84.97953199999999,1001298.6
70ms,1872,103.69269999999999,12893521.049999999,1200843.4,103455.6,22076.3,39197341492750.7,359562477228.9,28253175701534.6,2.6669999999999994,10599721945324.0,581274971080.1,747906893.0,124.34362962739999,12764.5816306,138.0573698,993491.7
70ms,1976,103.74010000000001,12800594.552000001,1365753.2,116112.2,25451.5,38902827783714.3,381812082226.1,28118215044731.4,2.6970000000000005,10443541702130.9,568512721028.1,777926561.4,123.39095322630001,12637.603527199999,167.91226349999997,981076.9
70ms,2080,103.76329999999999,12982228.247,888481.3,84061.3,24218.2,39465381838366.9,342571547478.8,28455875105022.5,2.664,10680776048910.2,593034663845.7,710079241.5,125.1140509818,12870.933071599999,115.6625412,998972.6
80ms,104,103.73150000000001,12451776.720999999,10772.9,284.6,6151.6,37910260966594.7,228513345764.8,26944911806219.6,2.5399999999999996,10610145066863.0,524241838051.9,586390028.7,120.03832931499998,12451.4936091,0.3449968,1017128.6
80ms,208,103.5694,12443430.798999999,144712.0,13152.0,11008.2,37881665966010.0,230939004909.8,26926516754374.6,2.5379999999999994,10610392833251.7,524545810153.6,593686113.6,120.1459684701,12442.806362199999,3.5558822999999995,1017148.9
80ms,312,103.62219999999999,12456962.933999998,157166.6,23629.2,14900.0,37918035350536.4,232173398766.1,26965367781423.4,2.5439999999999996,10605307131128.5,524507702750.1,595360417.5,120.21532881329999,12456.049430399999,6.395636700000001,1016761.3
80ms,416,103.6051,12464451.973,157527.0,24852.1,17925.8,37936727011562.4,232810187577.5,26983650777920.6,2.543,10605278515534.1,524723507301.0,595431695.3,120.30723445519997,12463.515228499999,7.893803700000001,1015973.3
80ms,520,103.5413,12463299.345999999,155692.0,29757.0,20188.3,37929213949555.8,232905664342.0,26980400844495.0,2.5439999999999996,10607450348885.5,524809908724.5,596945799.5,120.3702178783,12462.3553874,10.296546,1015461.5
80ms,624,103.53220000000002,12466440.715000002,155668.9,25250.0,21177.7,37936849952343.3,232876295122.3,26986958934432.2,2.544,10605058386079.1,524701783702.9,596310146.4,120.41117045160001,12464.973853899999,13.7376281,1016160.5
80ms,728,103.5498,12507794.546,156626.4,23839.1,19811.8,38058842524129.7,233554941442.5,27077231599713.2,2.547,10636567081737.5,526335387526.7,597753630.4,120.7901102886,12506.2552207,17.097257,1014954.5
80ms,832,103.51019999999998,12505053.537999999,157583.6,23705.8,16266.1,38048111261208.8,233563494672.6,27072834458877.1,2.547,10631730072222.7,526279548874.6,598005027.1,120.80981353690001,12503.671729,23.270123,1015363.8
80ms,936,103.5886,12629810.636,205424.0,27860.3,16657.5,38419402460446.8,262073147224.8,27572381523224.2,2.621,10526687634517.1,537868626385.3,614616357.4,121.9229954599,12620.9558023,29.156496599999997,1003792.9
80ms,1040,103.59469999999999,12647243.601000002,249640.5,32975.7,19948.6,38467691295925.0,269104024453.1,27610269443213.2,2.6199999999999997,10535742378113.8,539422142964.2,627334237.0,122.0843404358,12634.239184900001,31.3256439,1004271.8
80ms,1144,103.66019999999999,12613752.363,347457.4,37967.9,22257.6,38359792766301.9,279870731072.5,27607970217255.4,2.649,10429087108999.4,528924257333.6,641267095.1,121.68365961859999,12592.2554504,37.9764568,994933.2
80ms,1248,103.6608,12709615.654000003,306029.4,37437.1,20777.8,38657368199041.9,271184978399.6,27719778865056.3,2.6130000000000004,10607696178739.7,548128088153.4,630699743.7,122.60761640570001,12693.6579415,31.0693991,1007818.2
80ms,1352,103.60619999999999,12715276.214,983450.5,58952.3,18047.9,38658854960611.5,338193767398.5,27974807763254.9,2.714,10352658735951.0,540016187287.4,724648569.7,122.72634245630002,12640.683377500001,89.33337679999998,980063.5
80ms,1456,103.6557,12788495.628999999,1564953.9,94866.5,19147.7,38873085111911.5,385752093539.2,28191349268761.8,2.7410000000000005,10330695171750.1,550848365868.8,799385898.3,123.3746104729,12659.169108,144.1494726,972075.3
80ms,1560,103.67170000000002,12718686.023,1000117.0,81375.0,24143.7,38665496340530.3,334464841684.3,27923997470136.3,2.685,10413895998594.4,543396415390.1,727785639.4,122.6826693271,12631.186995900001,99.18664729999998,983105.7
80ms,1664,103.6878,12775075.631000001,468102.0,46501.9,18835.0,38849782053853.2,287334768645.8,27890931085631.5,2.6270000000000002,10621382045309.5,554839235282.0,647380345.6,123.20699589149999,12741.2719821,43.3241355,1004342.3
80ms,1768,103.70030000000001,13002363.318,1129154.2,90227.8,22590.7,39526591186227.1,367281648659.9,28647028723497.0,2.719,10543681143752.4,586084718561.9,742299057.6,125.38402518560001,12898.2809274,113.55665820000002,987951.3
80ms,1872,103.75439999999999,12955659.976,1437329.8,118358.7,20773.5,39381072303065.2,391318781313.7,28428516141707.3,2.6799999999999997,10612356052734.1,602542717752.8,784290829.9,124.86850517079999,12761.025940099998,201.87523000000002,987471.1
80ms,1976,103.74830000000001,12882883.271000002,758648.9,68084.9,23616.9,39168515060831.7,328421132586.6,28240697138818.6,2.664,10599326341527.0,573420814998.8,693958209.6,124.174404141,12803.8245016,80.7038934,995507.2
80ms,2080,103.72733333333332,12920620.951111112,440201.3333333333,50878.666666666664,23380.777777777777,39291997313923.11,296685723291.2222,28221555940634.445,2.6277777777777778,10745484463755.111,584963396654.8889,648275147.3333334,124.56291299766664,12869.434257222221,52.494161999999996,1010736.3333333334
90ms,104,103.62650000000001,12439616.214,10166.2,419.2,6166.9,37873755840736.8,228322559275.4,26907220653280.0,2.534,10616918720860.6,524582428888.7,586812318.4,120.0425421507,12439.312025099998,0.38799590000000006,1017782.4
90ms,208,103.70480000000002,12457951.582,130521.0,14885.8,11166.5,37925228351537.8,230783950311.2,26959250469695.8,2.5399999999999996,10611746464958.3,524602732068.1,593398759.9,120.1292007658,12457.450729,3.5020719999999996,1017294.4
90ms,312,103.6019,12454612.093,138082.3,29134.4,15068.1,37910924698758.0,231797769242.5,26957429329319.0,2.5399999999999996,10604718099091.3,524472932388.6,594790049.3,120.21617849459999,12453.8052823,5.9933479,1017544.6
90ms,416,103.5027,12456574.454,139547.7,27072.8,16986.5,37913537902654.3,232210996845.9,26961285572328.1,2.5389999999999997,10610311997003.9,524852446968.0,595019973.0,120.35003865560002,12455.8900231,7.983084099999999,1016499.5
90ms,520,103.6096,12482790.950999998,140189.0,30221.1,19218.2,37989787260840.7,233257686982.4,27024090990720.6,2.5460000000000003,10617950929812.9,526171529725.9,596605466.1,120.47867344600002,12481.6396213,10.0011188,1016186.2
90ms,624,103.49640000000002,12474044.397,139801.4,25483.2,20549.8,37959809471609.2,232780380736.4,27000020964148.2,2.5409999999999995,10619197926302.4,525523731205.4,596202635.8,120.5263132492,12473.011107900002,13.051022500000002,1019076.2
90ms,728,103.52380000000001,12482505.168,139019.9,25120.2,18449.3,37982403485117.6,233857730400.7,27022965661111.7,2.547,10615238061577.0,525233112767.6,596234227.7,120.57590996810002,12481.2231314,16.384993100000003,1015456.2
90ms,832,103.49510000000001,12533497.7,140932.9,24417.0,12720.5,38134058392672.3,239232644310.3,27149591165227.1,2.5520000000000005,10639960300312.3,529917288553.4,597329348.3,121.102165285,12531.886771500001,22.3619215,1013318.1
90ms,936,103.46549999999999,12500974.875,187645.7,28545.0,13901.2,38027054980253.9,255495149203.6,27246702496112.4,2.606,10454750637566.3,518294263716.0,610964413.7,120.8222689367,12492.5496208,28.194972100000008,1000607.1
90ms,1040,103.6333,12680676.648000002,343376.8,36089.8,15357.8,38562521915797.7,303068708355.5,27956055713221.5,2.7220000000000004,10291537838440.6,530850511130.3,644035004.6,122.36106207310002,12654.202504199999,46.16136769999999,978536.3
90ms,1144,103.6449,12678955.112,357161.2,37277.1,17922.9,38563224405139.4,281901482673.3,27731864461471.6,2.6420000000000003,10503238199607.3,540863333326.6,642192642.1,122.3307417432,12656.5684934,40.0282936,999162.2
90ms,1248,103.66549999999998,12733731.8,973685.7,63840.3,17575.0,38714251776331.1,348738156444.2,28100258269126.1,2.7399999999999998,10282989562271.9,539054062796.4,727692776.4,122.83506698729998,12658.267240000003,91.41984679999999,972613.3
90ms,1352,103.6582,12669983.792,583534.4,51458.0,20698.8,38532547344869.7,291588240737.1,27666492690982.5,2.63,10526917376488.5,543131376127.5,664562922.6,122.2286587801,12629.3495665,53.807361,1000769.9
90ms,1456,103.73033333333335,12879895.776666665,2231475.6666666665,117821.66666666667,19316.0,39143306674499.0,455228825612.3333,28431804268459.0,2.7566666666666664,10337817174830.666,579889073305.6666,878767582.6666666,124.16710474399999,12633.909578666668,252.440374,961854.3333333334
1ms,104,103.51259999999999,12424721.642,15522.7,562.8,5972.5,37829890376824.9,228196304013.8,26872847888630.6,2.531,10613692779022.6,524536762162.6,585949030.7,120.03117369290001,12424.209975900001,0.4699878,1018422.5
1ms,208,103.6183,12445020.969999999,1132333.4,14851.2,11174.8,37876125333926.0,253059992183.7,26982010266263.7,2.562,10530328628776.8,522417589786.5,607061822.1,120.10438720289999,12444.430762699998,3.4730407999999997,1009621.3
1ms,312,103.49300000000001,12441194.504,1211439.3,33206.2,14841.2,37854994117236.7,267861492334.8,27123202644096.2,2.6150000000000007,10368830885159.1,516602367975.0,605777522.3,120.21291259419999,12440.3760014,6.9036493000000005,993544.1
1ms,416,103.57950000000001,12461350.724,1222708.0,30811.5,19061.5,37911285700237.9,271344442635.4,27212733291702.3,2.6350000000000002,10329884858188.4,515645298113.6,604132293.7,120.30717583730002,12460.3909928,9.641706,989617.2
1ms,520,103.67249999999999,12482065.007000001,1231015.9,53546.7,21631.0,37969650939184.1,272074014192.7,27270562277582.5,2.642,10322239276348.6,516256547378.1,607155166.9,120.39905564829999,12481.105414200001,9.553276299999998,988614.8
1ms,624,103.6579,12500746.973,1234310.7,45123.8,24089.6,38021446405134.6,274545220243.4,27328698169991.5,2.649,10317065288804.8,518380438978.2,605925746.1,120.5961923266,12499.4198027,14.738832300000002,987515.8
1ms,728,103.67699999999999,12516543.816999998,1231033.8,35164.7,27450.5,38068597626235.8,273600492502.3,27395396372285.5,2.659,10299240314814.8,518158947176.2,604246060.7,120.7261406482,12515.2147252,16.7718434,985613.3
1ms,832,103.5692,12525321.139000002,1229377.2,31365.7,30058.1,38089783887580.2,275728739535.3,27408832960862.8,2.659,10307306493534.8,520012473556.2,604779326.6,120.93683746849999,12523.720096800002,26.264014599999996,986070.6
1ms,936,103.68730000000001,12539329.634,1448646.4,71654.9,55418.8,38117954760259.0,316995910044.2,27712337628685.6,2.7599999999999993,10047307037291.5,509171607970.3,657925989.3,120.93408028699999,12525.605946,30.8083754,959232.0
1ms,1040,103.60060000000001,12567009.823,2162044.5,185881.8,77856.9,38174042038362.8,421482906219.1,28200204131338.2,2.935,9607746672649.8,494448326939.7,811953079.4,121.30268141020001,12514.1895909,76.29949,914376.8
1ms,1144,103.58719999999998,12579311.899,2905900.4,257209.4,55921.8,38190541382355.5,503295492646.3,28439655864135.4,3.035,9375652333687.6,490553968396.2,976794565.3,121.43694817520002,12490.346719899999,111.5170335,888134.9
1ms,1248,103.5932,12603061.911,3561114.3,329927.2,65219.4,38253442789970.5,548870011465.4,28398093016863.4,3.005,9462862752574.3,507218568578.2,1113011065.5,121.6596325812,12490.221221299998,131.65992179999998,890938.4
1ms,1352,103.63289999999999,12615965.956,5221996.9,408542.5,44797.8,38261365984137.4,724981589709.4,28688079823201.8,3.1529999999999996,9126650430450.3,515735046473.7,1468561633.7,121.7371934251,12408.7749916,225.43984030000001,845464.6
1ms,1456,103.681,12635774.492999999,5888367.3,528112.2,74616.6,38315447179569.5,783440328591.1,28591062944302.9,3.096,9254479988300.8,553990281333.3,1591908581.4,121.87202587669996,12370.830989799997,280.79906170000004,841696.1
1ms,1560,103.62289999999999,12690842.921999998,6702010.4,556213.8,56123.1,38462213069036.3,900015380766.4,28804828454110.8,3.16,9146781506239.3,585876315064.5,1761721169.7,122.4713554924,12338.312335600001,370.7511023,814569.4
1ms,1664,103.61989999999999,12695471.02,5679054.5,532284.1,81043.7,38491350135642.6,800351608823.6,28701342250981.2,3.086,9328838370251.0,590810767674.1,1543625186.0,122.5194542111,12386.3874832,326.5906202,834931.2
1ms,1768,103.61880000000001,12755841.462000001,8803346.8,705396.8,41564.7,38631238914566.9,1154376595804.4,28711633712539.5,3.0789999999999997,9337626036983.5,720443337423.8,2197822846.0,123.10364955769998,12110.811713500001,662.407824,772673.9
1ms,1872,103.70509999999999,12771824.405,6911603.4,624055.8,68328.0,38716453286779.7,913405028404.2,28116437216587.1,2.7840000000000003,10104968534525.3,771964741195.1,1788247643.4,123.15514214240002,12265.593416,515.8369432,841799.6
1ms,1976,103.7749,12862631.252,7102238.1,653766.0,75748.2,38974180719489.4,983291330198.5,28766737971423.5,2.9919999999999995,9700872018717.7,747843102484.4,1830698380.1,123.9471535961,12318.145630500001,552.2248825999999,806076.2
1ms,2080,103.74019999999999,12870584.542,7546520.0,690269.2,56875.0,38987514422779.1,1051941716436.0,28739921897275.3,2.982,9712640025504.6,780699986991.7,1920922569.8,124.0652433496,12188.3307356,687.7594489999999,791768.3
2ms,104,103.44289999999998,12417213.284,14896.1,614.8,6739.2,37806140984751.5,228263598301.7,26856021978676.4,2.5290000000000004,10616766277468.5,524773409308.2,585832754.0,120.0392144465,12416.508858500001,0.7439937000000001,1018676.6
2ms,208,103.60029999999999,12443366.515999999,1135047.7,14273.3,11076.1,37870530292206.3,256179416946.5,26984946349841.1,2.564,10520324784172.6,521965954930.6,606014808.4,120.10950782990001,12442.733551500001,3.0811238999999997,1008658.0
2ms,312,103.5539,12449344.815000001,1206667.7,32516.6,14832.1,37878246557626.2,268946309250.4,27144522098764.7,2.619,10366314292169.2,516420814610.6,605376616.2,120.2210719831,12448.7894987,6.7897573,993401.3
2ms,416,103.66040000000001,12469085.864999998,1224719.8,30963.4,18623.7,37933720639085.5,270580101560.4,27231248499097.7,2.636,10328430960695.3,515653856841.2,603962220.6,120.2878553422,12468.166570800002,8.3863263,988671.2
2ms,520,103.74350000000001,12487930.029,1236518.5,52472.0,21203.3,37988277021452.1,272086427460.6,27288121627458.1,2.644,10321132672949.8,516534119688.4,607303290.0,120.37339628749999,12486.6037714,10.4261419,988422.6
2ms,624,103.5927,12494579.931,1231982.6,45079.8,24168.4,38002588155798.6,274071197620.3,27305350696217.2,2.645,10322927179411.2,518350030721.0,606441860.8,120.61271438189999,12493.094502200003,15.401460999999998,988137.6
2ms,728,103.686,12514571.132000003,1238072.3,37589.8,26902.9,38061489696606.5,274363475492.2,27367386233265.5,2.652,10320581040866.3,519621838064.4,605634426.5,120.6969912561,12513.0510637,15.3815176,987508.6
2ms,832,103.56859999999999,12528897.178,1241170.5,36920.8,29767.9,38102754340101.7,275973219132.6,27406508512432.0,2.6529999999999996,10324346562114.4,521526290229.5,606735824.6,120.97222959000001,12527.2080121,29.053069099999995,987368.1
2ms,936,103.57939999999999,12543471.813,1429217.5,70967.7,51881.4,38130354737330.3,315935435381.8,27709254051294.7,2.752,10067122880448.0,511691062630.7,656985425.4,121.10016321190001,12530.2598479,35.7410399,961507.7
2ms,1040,103.59009999999998,12562215.207,2002904.9,167485.9,70761.2,38162683575209.1,404246657760.6,28124080351628.7,2.9059999999999997,9677140770693.3,496757273935.6,788450509.9,121.2685567174,12515.5439728,71.9095524,921623.7
2ms,1144,103.59939999999999,12583118.57,2394603.6,171208.5,37723.1,38209871644733.8,454811017584.7,28327626165430.4,2.98,9527268519789.3,495215835872.4,888775531.8,121.45971672029998,12514.689957,92.8883824,904485.3
2ms,1248,103.6167,12594958.281,4144277.5,370337.7,89241.6,38216667902106.7,631130465106.7,28637456094456.4,3.1349999999999993,9161604687396.1,495052702505.5,1256889618.2,121.55342614359999,12435.7502361,175.7584003,859776.1
2ms,1352,103.64180000000002,12623403.120000001,5108351.4,359470.1,44785.4,38283021199401.0,731431857262.1,28780429096879.4,3.186,9059682428389.9,509350894181.3,1470513884.4,121.79864052959996,12420.410291900002,224.01023,838938.1
2ms,1456,103.6489,12652948.016,7097091.8,547366.9,80395.8,38347687999209.6,918671305869.4,28822095596272.1,3.2019999999999995,9020442279215.2,563543652842.7,1879749993.0,122.07507673520001,12315.230352100001,360.0714524,808948.9
2ms,1560,103.6377,12666535.297,5738093.3,450462.1,73684.2,38410029902579.9,787131889325.4,28425643043243.5,2.989,9531721842680.8,602443728546.4,1588687841.5,122.21953023260001,12404.9709424,274.64589420000004,853263.6
2ms,1664,103.69210000000001,12720996.219,6660499.4,532957.1,68772.8,38557065720349.8,910655305339.3,28668736031350.4,3.0639999999999996,9388172662958.7,629102374987.2,1781091834.8,122.6805388281,12341.0669356,396.09314009999997,823129.3
2ms,1768,103.62899999999999,12741986.612,9437568.4,639857.2,41924.6,38575743644733.0,1237967237937.3,28748642591093.0,3.1159999999999997,9243277453851.5,728649898087.8,2383774895.5,122.95798691949999,11963.659089,795.6670941,756818.5
2ms,1872,103.6129,12732780.429,8758448.3,636957.1,46161.7,38555455558728.0,1174460240987.2,28519970508735.9,3.0189999999999997,9475863525697.2,757839355581.7,2233228443.6,122.88805794629998,11967.0511381,780.0289028,771311.2
2ms,1976,103.75280000000001,12781827.300999999,6916828.0,570586.9,68893.5,38739992956084.4,940669315534.4,28279794963850.6,2.8449999999999998,9976552026356.4,761053188479.2,1828840136.2,123.19489700490001,12321.150266200002,468.5639695000001,831671.0
2ms,2080,103.7116,12849295.163,7691468.1,618916.9,55777.1,38925275532704.0,1065170321080.0,28524872556027.6,2.8970000000000002,9880899523233.3,797158976676.4,1993884110.3,123.8949078742,12144.1909787,711.5122732,803458.5
3ms,104,103.69969999999998,12447408.454,12928.7,399.6,5976.1,37898722835345.2,228363716601.7,26930661273340.1,2.536,10615050940748.0,524607373287.2,585942599.8,120.033307018,12446.969112199999,0.40179109999999996,1018532.4
3ms,208,103.72310000000002,12457450.929,1136613.3,14623.7,11010.6,37912632861670.6,254914754725.2,27022229470122.2,2.568,10519431346673.5,522418229794.4,606517506.1,120.10305939639997,12456.9015927,3.0765891,1008442.7
3ms,312,103.72829999999999,12467360.172999999,1220811.3,29814.6,14635.7,37933367655834.5,270054491761.7,27181648538601.3,2.62,10371083144087.7,516782301741.3,605891602.3,120.1923854675,12466.5437378,6.609847700000001,993765.8
3ms,416,103.68940000000002,12472137.169000002,1231005.6,31288.9,18055.5,37943567058348.2,272695202065.4,27234293138186.1,2.635,10330379414979.3,515681864097.9,604220379.6,120.28383506040002,12471.3251823,7.775557999999999,989657.5
3ms,520,103.6229,12482221.792,1231263.2,55113.7,20920.8,37969931496736.0,272621817850.4,27269602160293.0,2.6410000000000005,10325354052478.8,516732441545.7,608294181.6,120.45823219259998,12481.2891709,11.685895200000001,988796.4
3ms,624,103.7737,12502905.852,1239451.8,42475.4,24424.2,38030523804892.9,273913370082.2,27329010185033.7,2.646,10321027376209.4,517296143702.7,606180309.6,120.4826996,12501.634826,10.353560900000002,988306.7
3ms,728,103.75399999999999,12515312.534,1239453.0,38611.7,27371.4,38064294663988.7,273308754605.2,27379364526679.5,2.656,10309714877437.8,518301768988.8,606019197.6,120.6248027536,12513.767497300001,12.849738000000002,986713.4
3ms,832,103.69890000000001,12524274.193,1243634.2,40969.7,30960.8,38087927662868.1,275324596208.9,27397157055828.3,2.6559999999999997,10317142558331.4,519764734207.9,606908338.1,120.77532518339999,12522.305606699998,17.189695199999996,987128.5
3ms,936,103.6375,12546137.872,1398673.0,64140.4,49699.2,38140907348474.6,311981240450.8,27704468464935.4,2.747,10083436285339.8,512245560014.9,651146658.2,121.05816997560001,12534.288970599999,30.7783428,963133.1
3ms,1040,103.6663,12555136.919000002,2000119.1,159490.4,69414.7,38142654904710.1,408516894991.3,28130677739894.8,2.915,9653552625615.6,495055418767.7,796938704.1,121.1110359779,12505.8077031,67.0803842,919356.8
3ms,1144,103.6077,12574055.868,2581909.0,179298.7,38700.0,38175044697298.3,487124452286.8,28390707518130.3,3.0149999999999997,9425570339125.1,491294085259.3,943898023.1,121.362320719,12494.0455698,98.9244331,893856.2
3ms,1248,103.5797,12602638.895,3667133.4,294954.4,72920.1,38244348045532.1,591088578369.6,28609889113625.1,3.107,9238627097301.2,495718386858.9,1169900064.1,121.67124795730004,12466.429841000001,157.8367768,869144.4
3ms,1352,103.6578,12628705.108000001,4311006.9,263466.8,46044.6,38312334958098.1,651788285069.9,28704428579921.7,3.136,9203518247553.0,507126951754.1,1313136433.0,121.83105544139998,12458.687181700001,185.3760411,858516.2
3ms,1456,103.69940000000001,12654896.120999997,4034774.6,342622.4,67876.3,38403637881697.5,616155551238.7,28453071054142.5,2.98,9553855910338.2,540129925113.5,1244061579.1,122.0342877368,12509.601292299998,157.9216348,885555.8
3ms,1560,103.65239999999999,12675518.328,7206986.4,493456.0,55604.2,38414049925040.9,950928253458.8,28692795205288.1,3.134,9202992679651.0,599481692313.9,1911517918.6,122.28845552530001,12269.5825821,421.5323262,814163.4
3ms,1664,103.7147,12718836.409,6166663.5,461101.7,64196.1,38561462218940.4,843684484680.6,28616664787769.6,3.03,9475510079689.4,609036198548.2,1685989922.1,122.63273015319999,12385.890342399998,346.3144749,843520.2
3ms,1768,103.6711,12733997.725,8776702.5,589147.6,41742.7,38563721848747.6,1165032779686.8,28618917097405.7,3.058,9377137361998.9,717933012548.7,2242563554.3,122.8309136005,11913.2661287,832.6000038,777595.8
3ms,1872,103.66189999999999,12698911.239,9713717.0,670972.6,50619.3,38443292479314.6,1286353044149.3,28495281878597.6,3.054,9363749572890.4,774931908632.6,2448176604.2,122.5040112916,11680.673198599998,1026.5291503000003,748315.8
3ms,1976,103.665,12811287.263999999,8340903.3,632188.8,55025.8,38799094054772.2,1130244546872.0,28545720631722.9,2.952,9715149404641.7,782415583869.0,2145535272.2,123.5838132342,12026.0672861,798.8497172,789429.4
3ms,2080,103.78380000000001,12834201.580000002,9794856.6,753408.3,50422.3,38855276066374.9,1313377708213.4,28363390519819.5,2.8850000000000002,9879362437342.1,886091435721.8,2442011026.8,123.66291434140001,11680.740463900001,1160.1803548999999,758937.5
4ms,104,103.58430000000001,12434166.88,14295.2,488.5,6869.7,37858117015109.6,228628283211.4,26899710016945.2,2.5330000000000004,10618319457570.6,524804551479.1,586157007.7,120.0389935483,12433.8460833,0.37399699999999997,1018776.4
4ms,208,103.6748,12451680.624000002,1131518.7,14394.3,10834.7,37894605672991.1,254580736960.0,27008916692340.9,2.5669999999999997,10518747032000.5,522003969929.4,605887434.9,120.1033722739,12450.7770197,3.1603705,1008509.2
4ms,312,103.48420000000002,12441761.839000002,1206107.2,33146.6,14750.9,37856739330685.3,267774684148.1,27121900021981.5,2.615,10373209670049.5,516613738372.7,605292075.2,120.2287956223,12440.9213422,6.7129539,994055.5
