base_slice,threads,task_clock_cpu_utilized,task_clock_time_ms,context_switches,cpu_migrations,page_faults,cycles,stalled_cycles_frontend,stalled_cycles_backend,stalled_cycles_per_insn,instructions,branches,branch_misses,seconds_time_elapsed,seconds_user,seconds_sys,records
4ms,416,103.49000000000001,12453109.345000003,1220673.1,31176.1,18331.1,37886949156728.0,271901824054.9,27188398854855.9,2.6309999999999993,10333248266097.3,515822861742.4,603988237.1,120.33157306039998,12452.0107538,9.409067299999998,989862.2
4ms,520,103.63690000000001,12475298.179000001,1229001.3,53024.5,21293.5,37948530942411.6,273001781966.6,27254569195395.8,2.64,10321097186030.8,515831954876.9,607187065.5,120.37515309379998,12474.006553,11.188608400000001,988659.1
4ms,624,103.6611,12498356.916,1234804.8,44577.6,24388.8,38015468814994.5,274388706493.1,27314757789657.5,2.644,10325296026167.5,519037652043.8,606425211.2,120.5694972519,12497.048811300001,13.512331800000002,988186.5
4ms,728,103.70700000000002,12505824.728000002,1237782.5,40364.8,27179.8,38035001371140.8,273653016519.4,27345972649834.5,2.651,10313867298310.5,517955324410.3,605200215.3,120.5883358845,12504.2479625,12.9985424,986512.2
4ms,832,103.5898,12523739.097000001,1242562.4,40180.0,31513.3,38083704838319.3,276840729821.2,27388126795979.6,2.651,10325670914114.4,521878398230.7,606636909.2,120.8977351224,12521.710550400001,21.618449700000003,987386.6
4ms,936,103.59709999999998,12541786.258,1392380.6,65451.9,50522.8,38126704026708.0,312585684368.0,27686948345817.1,2.7429999999999994,10085479708739.8,511741086152.7,652629707.0,121.0632913264,12529.122398900001,34.7753556,963553.3
4ms,1040,103.6433,12564386.499,1966981.8,159862.7,71840.9,38169036979210.9,412532898183.2,28174163493324.6,2.9239999999999995,9635782837815.5,495426960900.5,794095915.0,121.22736509,12513.4728248,68.3425876,917349.3
4ms,1144,103.65429999999999,12581418.631000001,2369204.3,162563.4,47239.2,38203212517573.8,464095564558.7,28353119261741.7,2.9880000000000004,9498291070582.6,494032530330.8,900909980.4,121.378694318,12510.463715100002,87.55269700000001,901467.9
4ms,1248,103.7204,12592081.5,3279261.5,264267.0,75206.4,38224034116768.1,543694901780.6,28448273285760.3,3.0379999999999994,9397117554777.0,498630728733.6,1091838842.7,121.4039990774,12479.225526899998,125.7746941,886808.6
4ms,1352,103.65119999999999,12609191.000999998,5225117.9,294734.5,46828.0,38239073881713.9,737734281863.9,28788452565895.3,3.2090000000000005,9021840581414.9,504872360742.7,1514763133.8,121.65037649380001,12375.030455799999,246.12140790000004,837791.2
4ms,1456,103.6258,12642410.662999999,6147137.4,429820.0,72640.1,38331777924929.0,821167411345.8,28649903809589.9,3.121,9214066746733.4,552652537410.4,1695069624.0,122.00074763570001,12350.732331700001,305.2617262,838112.0
4ms,1560,103.6336,12684215.553,6934973.7,474563.9,63606.5,38445050997693.8,918009427856.7,28695919009023.1,3.114,9252056660362.0,592169892222.1,1858728242.1,122.39503971250001,12283.2244103,419.6253823,823706.9
4ms,1664,103.6722,12671277.266999999,5776394.1,447157.8,77399.6,38423387900489.3,809846237322.7,28435791670124.0,2.992,9525567873491.1,607268097372.8,1609951617.0,122.22467301690001,12337.8860224,342.90632700000003,849450.9
4ms,1768,103.61180000000002,12753553.253999999,9499733.8,616037.3,38708.9,38612946936991.5,1242280926071.5,28826704298931.9,3.144,9185321027670.7,707190194112.2,2401072699.1,123.090164885,11838.3695753,932.5406720000001,760222.9
4ms,1872,103.65059999999998,12766752.253,8533221.8,606466.9,50188.6,38663713262780.2,1151506976280.5,28729691076091.0,3.0790000000000006,9377908076300.0,725145785875.4,2192398225.2,123.1710395698,11932.123114999999,846.497531,775701.6
4ms,1976,103.7082,12808948.08,7562692.1,584775.6,63284.5,38810130692459.9,1033269649492.3,28593461596453.5,2.956,9704128793303.4,730075391401.1,1985743650.5,123.5091609866,12119.504983300001,698.3589691000001,813832.0
4ms,2080,103.8185,12831833.175,6859308.5,569553.7,68581.4,38888532325159.8,953073665431.2,28551911343068.9,2.93,9841826992957.4,735566468919.8,1826265760.1,123.5986305897,12263.697490600001,573.6293318999999,828376.5
5ms,104,103.59759999999999,12435251.102000002,13001.3,430.1,5878.2,37861416885512.6,228917788040.7,26904088525641.4,2.534,10610700851761.0,524427928280.4,585493498.4,120.03400908220001,12434.9170449,0.5419970000000001,1018109.8
5ms,208,103.4597,12426174.082999999,1113274.5,15671.8,11128.8,37817091228431.8,255512612265.7,26942682687739.0,2.562,10517451122980.5,521742467784.9,605975414.4,120.1064119721,12425.446402900001,3.6162107,1008430.8
5ms,312,103.54689999999998,12446757.2,1214812.7,31521.4,14530.6,37870715087676.7,266291375936.1,27133842379005.9,2.616,10372153656336.4,516624375225.5,605607626.0,120.20389075340002,12445.896345100002,7.192324599999999,993921.1
5ms,416,103.51070000000001,12456219.088,1221206.3,30224.3,17967.6,37895012983419.4,270200098257.3,27200523466158.3,2.633,10329605980596.3,515658270199.7,603926167.6,120.33754963240001,12455.063363199999,9.5325446,989595.2
5ms,520,103.56739999999999,12475635.151999999,1225158.7,54163.4,21269.1,37949839033558.4,274638296760.0,27252811114218.2,2.6390000000000002,10325954216071.9,517206764218.3,607532675.1,120.4591012848,12474.743542200002,10.262121400000002,988794.5
5ms,624,103.7412,12502281.228,1231970.9,44866.8,24611.5,38028329057583.9,273845977966.7,27338680671375.5,2.651,10310842752368.6,516863123645.9,605343062.9,120.51404070380002,12500.8924769,11.888080200000001,987240.6
5ms,728,103.7074,12513367.116,1237400.3,40994.9,27853.9,38057332488497.6,274470194911.9,27373498431139.3,2.656,10309695556030.7,518559640177.9,605492936.7,120.6604775767,12512.039924199998,14.2303099,985881.0
5ms,832,103.59689999999998,12528810.6,1219568.2,39557.2,30157.6,38099712622044.5,276242313984.3,27394932286469.6,2.65,10335609040168.2,522215185068.9,609256910.5,120.93806765,12526.764696,20.398885200000002,988428.3
5ms,936,103.58960000000002,12543998.874000002,1389532.7,70895.6,53670.0,38132719887029.3,315223609097.4,27713310375007.9,2.755,10067317812594.9,511575677149.6,656560811.2,121.09333450079998,12530.519915800001,34.1503946,961462.1
5ms,1040,103.6731,12566124.358,1853408.2,142529.8,68572.8,38176573138756.4,398991909020.5,28128591591085.3,2.9000000000000004,9695826585248.5,496959762242.0,776733153.1,121.20925124889997,12521.6410409,64.0256453,922904.9
5ms,1144,103.62740000000001,12596772.075,2494580.4,145826.5,33861.6,38240671683997.7,498508124149.5,28552247832368.7,3.0629999999999997,9336409235568.7,488049044806.6,945427985.2,121.55844888239999,12511.279466299999,104.541093,884976.3
5ms,1248,103.68260000000001,12615631.655,3528304.6,273615.6,78430.2,38290402061952.7,574312774199.8,28630949340019.2,3.1059999999999994,9275390461301.1,495355201227.4,1148358234.2,121.67565797249999,12473.1269791,157.8344574,872476.1
5ms,1352,103.59179999999999,12632416.926000003,4247505.0,298163.4,60480.9,38322585261814.5,650915073187.5,28669154254613.0,3.112,9245529094261.9,508056412431.1,1309866891.3,121.9446358306,12458.185577200002,195.23621669999997,863296.0
5ms,1456,103.5903,12638929.464000002,4925604.7,370756.6,77526.2,38341943178015.1,690141951660.5,28416139690375.5,2.9970000000000003,9499815844947.5,548614332820.1,1437230632.3,122.00936487620001,12423.4181665,232.54346640000003,874318.4
5ms,1560,103.6317,12662789.542,7560471.4,463622.9,45836.3,38368897181187.3,992174979280.9,28873814140229.3,3.2399999999999998,8964951882621.6,570287721282.8,1994800119.5,122.19071905289998,12144.0483049,532.4224698,799167.0
5ms,1664,103.63889999999999,12734197.196999999,6694480.3,491293.0,63395.8,38598266032890.1,916249153817.7,28728314720541.5,3.082,9370887241041.0,614625488676.7,1810689836.0,122.871007929,12304.9147596,444.1808115,827540.3
5ms,1768,103.65039999999999,12731042.104999999,7773299.5,545437.3,49735.9,38575371376854.3,1031145612120.1,28520740728110.2,2.999,9535166957960.8,681658607926.5,2036310505.9,122.827262257,12027.1802864,716.2804371999999,815241.1
5ms,1872,103.6577,12738438.195999999,8558709.0,589311.6,43599.5,38576131298668.2,1161667461828.2,28787233935009.5,3.136,9231271862844.9,700611840160.7,2209668555.4,122.88984453989997,11849.210323199997,905.6950926999998,768385.6
5ms,1976,103.70609999999999,12760454.214000002,10264726.5,735826.4,46140.5,38624774298531.4,1369084505047.9,28359210845761.0,2.955,9643717662659.7,858942542429.6,2559261003.5,123.04422635790002,11404.375952,1362.5056955999999,742271.4
5ms,2080,103.7352,12836881.144,8314648.8,651275.1,54698.0,38886986034931.5,1148647142784.1,28327930297470.2,2.8310000000000004,10021626691311.9,851462235325.2,2140985960.7,123.7466998415,11746.6380474,1095.4818891999998,792975.2
6ms,104,103.66810000000001,12444355.897999998,13298.9,461.2,5594.7,37889333977954.5,228533983314.2,26919432409169.9,2.534,10621480846314.2,524929171731.8,585971838.1,120.04037730649998,12444.0065035,0.40399730000000006,1019083.8
6ms,208,103.58160000000001,12442419.47,1117895.4,16537.5,10921.1,37866947777366.8,255019257476.3,26981141131251.4,2.565,10522185219935.2,522132527966.5,606684113.0,120.12199068839998,12441.549489399998,3.5906835,1008853.3
6ms,312,103.55910000000002,12447339.010000002,1204217.5,31892.3,14420.8,37873868671063.2,269441193389.1,27140926815659.6,2.617,10368168258719.8,516062071796.0,605176384.4,120.19552241890001,12446.4140342,7.159029200000001,992825.0
6ms,416,103.5385,12459922.216,1222613.8,30815.4,18520.2,37905668329536.0,272871739199.5,27208792661038.7,2.634,10327634538804.5,515543427870.7,604131916.9,120.34103961349999,12459.1254714,9.3323142,989421.6
6ms,520,103.6095,12477796.833999999,1224132.0,53736.0,22068.7,37957328115589.2,273727795467.9,27267704823776.7,2.643,10316910487903.6,515934035055.4,607176669.7,120.4311947083,12476.940868599999,10.7301232,988187.8
6ms,624,103.68049999999998,12495594.879999999,1238009.1,44266.6,24389.0,38009681976685.6,274597437671.0,27312088492861.2,2.647,10321460941214.2,517759979658.0,606173586.1,120.52032912759998,12494.371812,12.2965342,988106.5
6ms,728,103.67,12511473.351,1234842.1,36498.4,28084.4,38052084151168.9,274104627412.4,27371572262918.5,2.654,10308664031539.1,518696025224.6,604678193.6,120.68567607249997,12510.161526799999,12.166432799999999,985655.6
6ms,832,103.6664,12524749.818,1235723.3,35002.0,30291.3,38091056580277.9,274382556660.0,27409127267652.0,2.657,10310054210875.5,519445783353.0,605062108.5,120.8179433846,12522.7928441,19.8733516,985622.9
6ms,936,103.6357,12546780.463999998,1393859.1,70483.6,53672.0,38141063220106.4,317208138931.8,27738163138654.8,2.7589999999999995,10050741554896.2,510766988954.3,657835317.6,121.0664668872,12533.032821300001,31.120480599999997,959897.2
6ms,1040,103.67369999999998,12563657.948,1697536.6,111625.8,58631.4,38177421817574.7,370688822631.4,27993993095414.8,2.8489999999999998,9836230382240.7,503562656626.1,742266366.0,121.18468261570001,12527.8486524,50.7179726,937613.4
6ms,1144,103.58819999999999,12585314.653,2433355.7,176878.1,49765.9,38211019658815.2,482971237589.1,28431565979666.5,3.017,9426103821095.0,491072653532.4,930874768.2,121.49379054699997,12506.3201445,99.3254087,893474.9
6ms,1248,103.6709,12605657.354999999,3347474.8,265582.7,70736.7,38254686072261.9,580696968667.5,28701099810618.5,3.132,9183247146385.8,487140983849.3,1133381649.2,121.59321935279999,12470.8532238,150.5551076,865761.2
6ms,1352,103.68449999999999,12628732.152,3624122.0,197009.6,43392.9,38329665693325.3,573142468576.5,28610408158194.5,3.0830000000000006,9348945135916.1,502388275202.6,1176058249.2,121.7997278797,12471.4332391,171.694199,879436.3
6ms,1456,103.70009999999998,12677046.301,7037991.0,477821.2,78386.6,38420842643073.3,915468389539.7,29075534078996.0,3.2909999999999995,8854424220771.3,530574220167.5,1889323031.4,122.2475772451,12282.8329568,404.9817636,805113.0
6ms,1560,103.6686,12671416.639,7230979.6,459019.1,53334.0,38398214756875.9,953575868702.0,28877540804172.5,3.221,9007928665956.8,566180906850.5,1930770541.1,122.22983085000001,12192.0651581,493.5238902,806465.5
6ms,1664,103.68310000000001,12676427.504000003,4913070.7,352913.3,66159.1,38457340947034.6,704159798708.5,28375380750324.5,2.94,9673152722526.6,590984881292.1,1432925697.9,122.2611939806,12366.9225887,320.4201895,876260.4
6ms,1768,103.5961,12765702.598,9349573.8,623054.2,43805.8,38656018167314.5,1219334720496.5,28738225010193.0,3.0859999999999994,9328597070726.6,717602828720.1,2367004365.5,123.22597787469999,11781.2934587,1000.7229144999998,772040.1
6ms,1872,103.6615,12733646.116,6975494.5,494471.4,52774.0,38587196555481.2,978214197692.4,28728079325554.2,3.0740000000000007,9369609921944.5,650813201529.1,1884691644.5,122.83878337280001,12074.5308779,670.1530692,810696.4
6ms,1976,103.72259999999999,12801523.918000001,9572300.6,710995.4,45540.4,38760172796443.6,1285564117979.0,28382927354222.5,2.9040000000000004,9781021367127.7,843487439629.9,2410984458.9,123.42072240179998,11499.406351799998,1306.6658524000002,766522.3
6ms,2080,103.68929999999997,12823660.015999999,8804224.8,673253.3,53247.6,38832341762056.6,1204438783940.9,28416696514635.0,2.8890000000000002,9855446298351.5,831365991686.9,2248430861.3,123.6741844352,11637.7274045,1193.5396546,781714.1
7ms,104,103.6824,12445841.115,12460.6,409.7,5788.2,37894021470016.4,228626349375.7,26928382898129.6,2.534,10618670320738.0,524790165863.8,586123982.8,120.03814467859999,12445.468153099999,0.3710024,1018853.1
7ms,208,103.4872,12429768.014999999,1122555.9,14795.7,11584.6,37827906963145.4,256941284433.1,26957249376120.4,2.5640000000000005,10513521822088.9,521483484009.4,606387269.1,120.10929474080001,12429.236641800002,3.8677207999999994,1008070.6
7ms,312,103.6232,12459905.147,1211457.1,32422.3,15061.0,37911975798118.5,269073961536.7,27164870719064.1,2.6190000000000007,10374488933776.7,516998831735.7,606092160.3,120.2426857029,12459.150374300001,6.888863499999999,994041.9
7ms,416,103.6808,12472225.181,1226778.4,31572.2,18458.3,37944004613377.0,271586060582.2,27239917347752.3,2.6390000000000002,10329438762574.4,515617354488.0,604440471.8,120.29446422390001,12471.212514399998,8.773138200000002,989597.8
7ms,520,103.70450000000001,12484130.491,1229685.2,55727.1,21876.5,37977271938549.8,273060379816.1,27282815662119.4,2.645,10317732356205.6,516155088494.6,607306572.4,120.3820425592,12482.980985800003,11.546627599999999,988189.5
7ms,624,103.7211,12501044.547,1234015.3,44657.8,24421.3,38023833510184.6,274121322445.1,27328237478660.4,2.6489999999999996,10316568639111.7,517402535946.4,606227994.8,120.52562636460001,12499.702154900002,11.6130351,986955.2
7ms,728,103.7356,12515943.682,1237095.3,39137.5,27546.7,38066639393828.8,275519687486.2,27375410069087.1,2.654,10314179666552.9,518252284394.9,605758184.9,120.6523157169,12514.5066719,11.966623599999998,987172.5
7ms,832,103.6558,12520350.24,1232723.7,33894.1,29535.2,38076354912393.5,274320970806.6,27388775750476.0,2.655,10315141870615.7,519225390741.4,605325226.2,120.78777880679999,12518.900784,20.4213929,985507.2
7ms,936,103.6546,12552640.580000002,1381430.9,64860.6,53455.3,38160921001483.1,316973113076.8,27737992028279.3,2.755,10070734520326.2,511945728717.8,656920159.2,121.10074959150002,12538.8846515,30.8105782,961737.3
7ms,1040,103.66730000000003,12568601.532000002,1791675.8,132064.4,63836.4,38183552872112.6,400926006430.8,28173444879439.0,2.9159999999999995,9662827443267.5,496568838152.4,770752437.1,121.24015939639999,12523.058692399998,60.93781630000001,920148.3
7ms,1144,103.6747,12595429.893,2333323.1,147776.1,44737.5,38244584804767.8,472769172125.2,28434508242467.2,3.0119999999999996,9462084540282.0,492464020939.3,914010866.3,121.4899927315,12517.611291899999,93.9057787,897228.4
7ms,1248,103.68950000000002,12610830.493,3436038.2,259348.2,78876.1,38272212415875.5,568255563638.2,28589914924478.9,3.0799999999999996,9305958867680.1,495836992723.8,1145214555.6,121.6209452328,12475.63746,148.64116719999998,876447.2
7ms,1352,103.61030000000001,12633295.246999998,4358694.3,263726.3,47511.3,38325624056180.9,657857220002.4,28729699642365.5,3.139,9196828135066.1,503405828532.3,1341510667.0,121.93091892449999,12432.7593903,218.79368290000002,858979.2
7ms,1456,103.66929999999999,12652129.169000002,5855472.4,364838.0,58121.3,38363326466150.8,795053485095.6,28795212083415.5,3.1719999999999997,9117087457136.6,529148008742.4,1644495394.6,122.0432057086,12331.0362121,331.87849359999996,837854.5
7ms,1560,103.6356,12650353.722,6325930.2,442192.8,72323.3,38354069423733.3,850460297547.6,28601595387056.6,3.092,9277773951415.6,570163925308.6,1739398815.2,122.0658245454,12256.3451057,407.8453727,837327.5
7ms,1664,103.63759999999999,12689739.162999999,6738970.1,453778.0,55964.5,38467919242006.9,899308203630.4,28579440103652.8,3.051,9407586091120.0,611252814232.8,1817391414.7,122.443599615,12160.000514399999,542.4797776,832951.5
7ms,1768,103.62180000000001,12762373.913,7725911.1,522730.5,53327.3,38666453456991.2,1038691586487.4,28816726004773.7,3.0959999999999996,9334503831595.6,656369389750.2,2032716848.5,123.1631771003,12019.88128,757.04986,802249.5
7ms,1872,103.67759999999998,12772974.818,6994698.5,531120.8,61158.4,38712975999747.6,960444272659.1,28605590250271.4,2.977,9622248184782.1,678323812102.0,1882727570.6,123.19907168929998,12109.2456187,673.6738911,828525.6
7ms,1976,103.6505,12775583.693,8434550.3,618215.2,56525.0,38689960134131.6,1173925521532.5,28853200106782.0,3.136,9280467121818.0,720789314314.6,2192079041.2,123.25640067469999,11818.336255900002,969.2513003,766234.9
7ms,2080,103.7711,12865485.324,7272274.2,527620.6,48989.4,38971050151665.1,1066713427638.4,28952032248156.6,3.064000000000001,9530198813823.8,739818360676.2,1956301539.1,123.9795762493,11907.553061499999,964.4566628,789054.5
8ms,104,103.6174,12438445.42,13454.0,537.1,5977.9,37871531175573.2,228348888474.3,26902588540158.2,2.532,10624521165170.1,525117339051.2,586419489.1,120.0418361809,12438.1383875,0.2250003,1019387.1
8ms,208,103.3962,12419207.609,1113360.2,15253.4,11382.4,37794198743652.3,253471953526.6,26927839110628.3,2.5599999999999996,10516840693250.1,521606716662.5,605666216.0,120.1129595188,12418.4626302,3.7491028999999996,1008356.6
8ms,312,103.32090000000001,12419540.305000002,1195858.1,31922.8,15192.5,37788789088723.0,267873948494.6,27068953188265.7,2.6109999999999998,10368358586745.1,516009071557.1,605133506.7,120.20375378880001,12418.806751099999,6.6301087999999995,992841.3
8ms,416,103.45060000000001,12446507.25,1216344.5,31844.4,18189.5,37864983544019.0,271458632057.1,27176391998503.9,2.634,10324679709659.0,514997188620.9,603651400.3,120.31352417170001,12445.284087499998,9.4403065,988403.3
8ms,520,103.6732,12481160.245000001,1232064.3,56403.1,21468.1,37965549095531.8,273968246524.9,27266163056214.8,2.6420000000000003,10322693588356.5,515701608597.2,608582830.3,120.3896366428,12479.746557200002,12.239988299999998,988843.8
8ms,624,103.7737,12501937.524,1240496.4,40992.5,24271.0,38027824280307.2,274093020688.9,27325260192048.4,2.646,10323749146685.9,517227552339.8,605833363.0,120.47304410759997,12500.463115300001,11.7906343,988543.4
8ms,728,103.61560000000001,12507056.834,1234175.9,36728.1,27671.6,38037853650678.9,275683810121.1,27350530692164.4,2.6519999999999997,10314289835817.6,519325541700.7,605688066.5,120.70640462640002,12505.3636509,14.978066799999999,986064.9
8ms,832,103.7385,12525745.202,1237383.7,34003.1,31186.8,38091630596426.5,275569888012.9,27406159809260.2,2.659,10311627443204.8,519210984692.3,605303228.8,120.7434261681,12524.1101088,12.5112584,985922.7
8ms,936,103.6183,12533625.087999998,1360239.4,66630.8,50854.6,38101617338163.6,309581232615.6,27646756531857.8,2.7359999999999998,10104996543805.6,512164924562.1,652401301.6,120.95970965580003,12521.453416400002,27.783507099999998,964842.4
8ms,1040,103.6194,12553788.581999999,1762476.8,132169.7,62399.7,38142239949928.2,394008206226.5,28090145235118.3,2.8950000000000005,9707506894806.7,497539453203.6,770536737.5,121.1529103762,12508.800910900001,61.00311459999999,924832.3
8ms,1144,103.648,12566115.395,2466606.3,177194.7,67678.4,38152241123815.7,492859572957.9,28433524518102.9,3.0370000000000004,9365143888858.6,486393919070.8,947730872.7,121.23861109089998,12478.6723915,102.78407580000001,888759.9
8ms,1248,103.64879999999998,12596478.849000001,3987177.8,302453.7,93105.0,38216797060782.0,627209647661.6,28729552408499.5,3.1670000000000003,9099682371216.8,489173234484.0,1267574521.2,121.53051601690001,12413.1991199,194.01351789999998,855193.0
8ms,1352,103.6663,12602122.893000001,5504413.2,294467.5,48374.1,38211281993705.1,776720277090.8,28974649957565.1,3.3059999999999996,8803218073787.0,486930027108.3,1591977679.3,121.56467870919998,12297.723611700001,316.5014746999999,819644.2
8ms,1456,103.718,12642699.424,6525309.3,468530.1,87304.1,38332016509512.1,850573127517.5,28831750268063.4,3.2060000000000004,9028927595069.0,532447986518.5,1779548810.1,121.89495855729999,12256.4764059,394.5336978,824378.1
8ms,1560,103.63019999999999,12645773.351,7144228.5,451621.1,62435.1,38325244225342.8,942266479576.4,28819393508170.5,3.217,9010025340360.9,565928748950.3,1915948608.1,122.02813805910003,12130.3515241,526.6719591,806667.6
8ms,1664,103.75189999999998,12739370.389999999,8174274.5,561476.1,54920.8,38592730718854.8,1055210344782.9,28917852209994.2,3.1830000000000003,9117722671683.7,614866190359.8,2115404802.6,122.7869507792,12044.4750656,707.4624156,796624.5
8ms,1768,103.6577,12748285.356000002,7867045.0,513377.5,42092.2,38628245905274.3,1045151008963.6,28628960751036.3,3.034,9472056641218.6,674102570359.4,2052544919.0,122.98484738340001,11906.001720500002,856.0405428,810898.0
8ms,1872,103.73149999999998,12787451.049,7085715.3,482983.2,39775.2,38756621983636.0,967081783282.2,28550504790881.7,2.947,9718153976493.1,695494054466.8,1886340890.5,123.274797988,11981.0888567,815.9417126999999,831762.6
8ms,1976,103.75839999999998,12796841.035,8439658.5,614345.9,45218.2,38759063784343.8,1144121595421.6,28532992979175.2,2.951,9689822177854.9,764648431394.5,2182805771.4,123.3333252804,11686.3493944,1116.7557645000002,794681.5
8ms,2080,103.70410000000001,12810914.315000001,8724399.4,686773.4,60179.0,38798478413311.9,1191737601718.7,28343716344587.3,2.874,9885013366599.1,826064578903.7,2230578462.2,123.533485578,11586.706860799999,1234.6444506,787891.8
9ms,104,103.4804,12422566.996000001,14600.9,636.0,6152.4,37822972477745.1,228273850922.3,26865429721006.2,2.529,10622529480160.0,525078582425.9,586648357.4,120.04747316299999,12422.347637099998,0.2959968,1018374.3
9ms,208,103.33340000000001,12414382.258,1085834.3,17456.8,11002.4,37779511013490.7,254786008668.9,26919487299482.7,2.561,10513314190765.0,521538713008.1,605989320.7,120.1390578974,12413.799773899998,4.658351300000001,1007952.9
9ms,312,103.5672,12451139.771000002,1208996.8,30789.5,14447.8,37883758772368.3,268572312542.6,27146601998914.4,2.6189999999999998,10370280526684.3,516504480051.9,605482746.2,120.22297118920001,12450.5071738,6.238430899999999,993744.7
9ms,416,103.58430000000001,12463698.662999999,1225393.0,31058.5,17922.6,37916898058735.6,273340440297.4,27214090124274.4,2.634,10328767708499.8,515414338820.9,604130940.3,120.3243058166,12462.862710799998,8.686064199999999,988759.7
9ms,520,103.5901,12477850.809999999,1227189.5,52788.7,21424.2,37955858704399.6,272973319324.9,27255263936364.5,2.6390000000000002,10329753861461.0,517147145438.2,607898023.7,120.45415497039998,12476.4428087,11.592946600000001,989205.9
9ms,624,103.673,12494766.221,1237313.5,44786.2,24133.0,38005692207531.7,273345733196.6,27308318235237.7,2.644,10323009796209.2,517915011883.4,606358054.5,120.52107310890001,12493.204609299999,11.1593786,988256.5
9ms,728,103.63589999999999,12508384.885,1231612.6,36448.1,26873.2,38043396177292.0,273507208082.8,27353975732324.3,2.6519999999999997,10318042059673.2,519322448542.6,605595755.8,120.69553956450002,12506.9457566,15.085863699999999,986495.9
9ms,832,103.6548,12524195.967,1237969.8,35831.8,29800.4,38087008957084.3,275766781927.3,27394142379492.5,2.654,10322768203405.6,520693139643.2,605599842.0,120.8261190401,12522.189298399999,16.847472,987443.5
9ms,936,103.61489999999999,12529788.146000002,1362671.2,63104.9,50464.8,38089705661870.7,314089948670.9,27680016754058.6,2.753,10058953805189.0,509861155552.1,654735007.2,120.92660639690003,12516.077814799999,32.088127,961178.2
9ms,1040,103.7087,12564214.147,1773914.6,129563.1,67824.1,38169813152914.5,407851944428.3,28197918242974.6,2.93,9625256297409.9,493867915287.7,780204662.8,121.14948719920001,12514.039853900002,61.798033999999994,915985.1
9ms,1144,103.6944,12576893.446,2360896.6,147001.7,47969.0,38186735517801.5,488169571242.1,28478014307727.1,3.044,9362406678221.6,485493875880.4,937504045.6,121.2882827056,12485.602272,106.19086020000002,888151.6
9ms,1248,103.6152,12598198.439,3394122.7,240672.1,68080.6,38234486983127.6,566872153647.9,28575111762030.5,3.087,9286580632424.5,492510501504.2,1145738226.5,121.58638078230001,12450.6803157,164.4342517,876274.8
9ms,1352,103.6499,12625446.686,4558404.7,275604.1,55641.9,38297851458465.8,674684691312.4,28751903057216.3,3.1569999999999996,9145661566129.4,500625229848.6,1392145656.1,121.8088328541,12395.719269600002,243.1019249,854467.2
9ms,1456,103.64489999999998,12653250.898,4524174.5,335940.2,69947.8,38387620772107.5,668040819506.6,28633859064545.5,3.0650000000000004,9345327972685.8,525020397815.5,1376600660.7,122.08284625630002,12431.2121461,234.32404890000004,868103.5
9ms,1560,103.6377,12646736.313000001,6114250.7,420883.5,61022.9,38343185248166.0,834795612434.5,28710024742176.7,3.144,9167606926347.0,549982600747.0,1703965768.7,122.02841830090001,12237.209178100002,423.56727090000004,832376.8
9ms,1664,103.6566,12689196.765999999,6849024.3,481464.5,68775.6,38463897943806.5,901081711173.4,28522263277866.9,3.0300000000000002,9444097186481.1,609922043904.4,1840832256.9,122.41561473159997,12155.069753200001,543.6977472,838659.4
9ms,1768,103.72319999999999,12737040.576000001,7934962.0,538469.8,49958.5,38596768580977.0,1044321128772.5,28609398332780.4,3.0350000000000006,9454655403754.9,669941203219.2,2069597702.5,122.79866501370002,11907.958695700001,837.8232035999999,811064.5
9ms,1872,103.66510000000001,12790526.411000002,8135958.7,606722.3,58559.4,38750588015210.7,1077694127372.0,28581303563526.8,2.9770000000000003,9624298097102.5,711493946676.5,2112304785.5,123.38330829190002,11923.244269300001,876.8263710000001,810900.8
9ms,1976,103.7171,12796280.297000002,8012651.9,573201.3,49689.5,38759061638135.1,1112373692614.9,28770760692568.4,3.063,9464547645438.5,724973305294.5,2102803821.8,123.3770371677,11779.571205100001,1026.4099868,786766.3
9ms,2080,103.75319999999999,12841884.633,7741329.8,590220.9,58000.1,38901985781485.5,1085264005538.4,28730219826213.0,3.0089999999999995,9652283233446.9,757393485740.7,2033622550.8,123.7736761467,11843.7521137,1006.3187575,794629.0
